(epoch: 1, iters: 100, time: 0.247, data: 0.173) D_A: 0.161 G_A: 0.439 cycle_A: 0.767 idt_A: 0.668 D_B: 0.235 G_B: 0.431 cycle_B: 1.483 idt_B: 0.471 
(epoch: 1, iters: 200, time: 0.247, data: 0.002) D_A: 0.148 G_A: 0.482 cycle_A: 0.904 idt_A: 0.537 D_B: 0.126 G_B: 0.291 cycle_B: 1.420 idt_B: 0.566 
(epoch: 1, iters: 300, time: 0.247, data: 0.002) D_A: 0.182 G_A: 0.397 cycle_A: 0.700 idt_A: 0.577 D_B: 0.220 G_B: 0.435 cycle_B: 1.406 idt_B: 0.352 
(epoch: 1, iters: 400, time: 0.497, data: 0.002) D_A: 0.295 G_A: 0.684 cycle_A: 0.820 idt_A: 0.676 D_B: 0.293 G_B: 0.747 cycle_B: 1.518 idt_B: 0.291 
(epoch: 2, iters: 25, time: 0.247, data: 0.002) D_A: 0.165 G_A: 0.497 cycle_A: 0.601 idt_A: 0.596 D_B: 0.132 G_B: 0.587 cycle_B: 1.625 idt_B: 0.289 
(epoch: 2, iters: 125, time: 0.246, data: 0.002) D_A: 0.133 G_A: 0.500 cycle_A: 0.726 idt_A: 0.504 D_B: 0.171 G_B: 0.651 cycle_B: 1.473 idt_B: 0.238 
(epoch: 2, iters: 225, time: 0.246, data: 0.002) D_A: 0.079 G_A: 0.248 cycle_A: 0.713 idt_A: 0.489 D_B: 0.206 G_B: 0.208 cycle_B: 1.233 idt_B: 0.297 
(epoch: 2, iters: 325, time: 0.511, data: 0.008) D_A: 0.222 G_A: 0.652 cycle_A: 0.490 idt_A: 0.684 D_B: 0.221 G_B: 0.689 cycle_B: 1.805 idt_B: 0.143 
(epoch: 2, iters: 425, time: 0.246, data: 0.002) D_A: 0.067 G_A: 0.520 cycle_A: 0.635 idt_A: 0.428 D_B: 0.424 G_B: 0.127 cycle_B: 1.284 idt_B: 0.418 
(epoch: 3, iters: 50, time: 0.246, data: 0.002) D_A: 0.140 G_A: 0.608 cycle_A: 1.239 idt_A: 0.433 D_B: 0.213 G_B: 0.369 cycle_B: 1.294 idt_B: 0.457 
(epoch: 3, iters: 150, time: 0.246, data: 0.001) D_A: 0.121 G_A: 0.226 cycle_A: 0.511 idt_A: 0.410 D_B: 0.127 G_B: 0.452 cycle_B: 1.013 idt_B: 0.304 
(epoch: 3, iters: 250, time: 0.523, data: 0.002) D_A: 0.121 G_A: 0.505 cycle_A: 0.582 idt_A: 0.475 D_B: 0.338 G_B: 1.210 cycle_B: 1.332 idt_B: 0.197 
(epoch: 3, iters: 350, time: 0.247, data: 0.002) D_A: 0.125 G_A: 0.567 cycle_A: 0.459 idt_A: 0.427 D_B: 0.168 G_B: 0.262 cycle_B: 1.527 idt_B: 0.366 
(epoch: 3, iters: 450, time: 0.242, data: 0.003) D_A: 0.079 G_A: 0.651 cycle_A: 0.414 idt_A: 0.427 D_B: 0.207 G_B: 0.640 cycle_B: 1.140 idt_B: 0.279 
(epoch: 4, iters: 75, time: 0.246, data: 0.002) D_A: 0.210 G_A: 0.529 cycle_A: 1.163 idt_A: 0.416 D_B: 0.208 G_B: 0.587 cycle_B: 1.071 idt_B: 0.192 
(epoch: 4, iters: 175, time: 0.550, data: 0.005) D_A: 0.113 G_A: 0.517 cycle_A: 0.439 idt_A: 0.437 D_B: 0.136 G_B: 0.639 cycle_B: 1.364 idt_B: 0.282 
(epoch: 4, iters: 275, time: 0.247, data: 0.002) D_A: 0.116 G_A: 0.753 cycle_A: 0.447 idt_A: 0.534 D_B: 0.315 G_B: 0.529 cycle_B: 1.376 idt_B: 0.176 
(epoch: 4, iters: 375, time: 0.246, data: 0.002) D_A: 0.202 G_A: 0.557 cycle_A: 0.576 idt_A: 0.476 D_B: 0.101 G_B: 0.477 cycle_B: 1.673 idt_B: 0.140 
(epoch: 4, iters: 475, time: 0.247, data: 0.002) D_A: 0.114 G_A: 0.974 cycle_A: 0.921 idt_A: 0.505 D_B: 0.133 G_B: 0.578 cycle_B: 1.444 idt_B: 0.363 
(epoch: 5, iters: 100, time: 0.572, data: 0.136) D_A: 0.157 G_A: 0.672 cycle_A: 0.557 idt_A: 0.712 D_B: 0.145 G_B: 0.403 cycle_B: 1.836 idt_B: 0.228 
(epoch: 5, iters: 200, time: 0.246, data: 0.002) D_A: 0.117 G_A: 0.915 cycle_A: 0.614 idt_A: 0.663 D_B: 0.099 G_B: 1.245 cycle_B: 1.798 idt_B: 0.210 
(epoch: 5, iters: 300, time: 0.246, data: 0.002) D_A: 0.081 G_A: 0.460 cycle_A: 0.463 idt_A: 0.487 D_B: 0.049 G_B: 0.537 cycle_B: 1.276 idt_B: 0.181 
(epoch: 5, iters: 400, time: 0.246, data: 0.002) D_A: 0.126 G_A: 0.629 cycle_A: 0.451 idt_A: 0.333 D_B: 0.237 G_B: 0.228 cycle_B: 0.937 idt_B: 0.154 
(epoch: 6, iters: 25, time: 0.610, data: 0.003) D_A: 0.061 G_A: 0.840 cycle_A: 0.511 idt_A: 0.334 D_B: 0.219 G_B: 0.209 cycle_B: 1.061 idt_B: 0.136 
(epoch: 6, iters: 125, time: 0.246, data: 0.002) D_A: 0.087 G_A: 0.628 cycle_A: 0.655 idt_A: 0.556 D_B: 0.052 G_B: 0.403 cycle_B: 1.268 idt_B: 0.213 
(epoch: 6, iters: 225, time: 0.246, data: 0.002) D_A: 0.082 G_A: 0.487 cycle_A: 0.376 idt_A: 0.330 D_B: 0.154 G_B: 0.497 cycle_B: 0.977 idt_B: 0.132 
(epoch: 6, iters: 325, time: 0.244, data: 0.002) D_A: 0.115 G_A: 0.428 cycle_A: 0.392 idt_A: 0.365 D_B: 0.073 G_B: 0.757 cycle_B: 0.995 idt_B: 0.149 
(epoch: 6, iters: 425, time: 0.418, data: 0.007) D_A: 0.060 G_A: 0.860 cycle_A: 0.441 idt_A: 0.324 D_B: 0.216 G_B: 0.835 cycle_B: 0.960 idt_B: 0.122 
(epoch: 7, iters: 50, time: 0.246, data: 0.002) D_A: 0.303 G_A: 1.032 cycle_A: 0.848 idt_A: 0.760 D_B: 1.182 G_B: 2.112 cycle_B: 1.723 idt_B: 0.299 
(epoch: 7, iters: 150, time: 0.246, data: 0.002) D_A: 0.100 G_A: 0.818 cycle_A: 0.619 idt_A: 0.497 D_B: 0.139 G_B: 1.065 cycle_B: 1.634 idt_B: 0.135 
(epoch: 7, iters: 250, time: 0.246, data: 0.002) D_A: 0.044 G_A: 0.563 cycle_A: 0.525 idt_A: 0.329 D_B: 0.217 G_B: 0.229 cycle_B: 1.016 idt_B: 0.203 
(epoch: 7, iters: 350, time: 0.609, data: 0.002) D_A: 0.067 G_A: 0.554 cycle_A: 1.116 idt_A: 0.604 D_B: 0.233 G_B: 0.399 cycle_B: 1.768 idt_B: 0.389 
(epoch: 7, iters: 450, time: 0.242, data: 0.003) D_A: 0.134 G_A: 0.229 cycle_A: 0.617 idt_A: 0.297 D_B: 0.074 G_B: 0.441 cycle_B: 0.832 idt_B: 0.132 
(epoch: 8, iters: 75, time: 0.247, data: 0.002) D_A: 0.071 G_A: 1.211 cycle_A: 1.942 idt_A: 0.649 D_B: 0.085 G_B: 0.607 cycle_B: 3.126 idt_B: 0.138 
(epoch: 8, iters: 175, time: 0.246, data: 0.002) D_A: 0.132 G_A: 1.489 cycle_A: 0.794 idt_A: 0.347 D_B: 0.167 G_B: 0.602 cycle_B: 1.104 idt_B: 0.138 
(epoch: 8, iters: 275, time: 0.634, data: 0.005) D_A: 0.055 G_A: 0.609 cycle_A: 0.896 idt_A: 0.352 D_B: 0.095 G_B: 0.697 cycle_B: 1.201 idt_B: 0.248 
(epoch: 8, iters: 375, time: 0.246, data: 0.002) D_A: 0.094 G_A: 1.165 cycle_A: 0.526 idt_A: 0.389 D_B: 0.159 G_B: 0.222 cycle_B: 1.300 idt_B: 0.266 
(epoch: 8, iters: 475, time: 0.246, data: 0.002) D_A: 0.058 G_A: 0.430 cycle_A: 0.603 idt_A: 0.323 D_B: 0.200 G_B: 0.714 cycle_B: 1.052 idt_B: 0.187 
(epoch: 9, iters: 100, time: 0.246, data: 0.120) D_A: 0.080 G_A: 0.176 cycle_A: 0.471 idt_A: 0.328 D_B: 0.159 G_B: 0.238 cycle_B: 0.915 idt_B: 0.182 
(epoch: 9, iters: 200, time: 0.649, data: 0.002) D_A: 0.175 G_A: 0.970 cycle_A: 0.449 idt_A: 0.475 D_B: 0.171 G_B: 0.332 cycle_B: 1.194 idt_B: 0.168 
(epoch: 9, iters: 300, time: 0.246, data: 0.002) D_A: 0.117 G_A: 0.600 cycle_A: 0.509 idt_A: 0.286 D_B: 0.206 G_B: 0.474 cycle_B: 0.776 idt_B: 0.165 
(epoch: 9, iters: 400, time: 0.246, data: 0.002) D_A: 0.247 G_A: 1.560 cycle_A: 0.407 idt_A: 0.306 D_B: 0.211 G_B: 0.191 cycle_B: 0.842 idt_B: 0.158 
(epoch: 10, iters: 25, time: 0.246, data: 0.002) D_A: 0.150 G_A: 0.474 cycle_A: 0.381 idt_A: 0.302 D_B: 0.326 G_B: 0.921 cycle_B: 0.904 idt_B: 0.180 
(epoch: 10, iters: 125, time: 0.664, data: 0.002) D_A: 0.066 G_A: 0.535 cycle_A: 1.407 idt_A: 0.310 D_B: 0.212 G_B: 0.555 cycle_B: 1.254 idt_B: 0.279 
